CCLE_name	Chromosome	Start	End	Num_Probes	Segment_Mean
CCL_B	19	52137083	52151551	11	-2.6904
CCL_B	19	52151552	52542001	271	-0.0538
CCL_B	19	52542002	52552036	3	1.0356
CCL_B	19	52552037	52993727	306	-0.0449
CCL_B	19	52993728	52997146	2	1.4234
CCL_B	19	52997147	53334034	227	0.0318
CCL_B	19	53334035	53335048	2	2.0043
CCL_B	19	53335049	55299324	1244	0.0122
CCL_B	19	55299325	55378170	37	0.4644
CCL_B	19	55378171	55404663	15	-0.1689
CCL_B	19	55404664	55407353	2	-1.5094
CCL_B	19	55407354	59097854	2275	0.05
CCL_B	20	61305	138304	60	0.4991
CCL_B	20	138305	139660	5	-0.5391
CCL_B	20	139661	1554846	1118	0.4496
CCL_B	20	1554847	1560674	16	-0.358
CCL_B	20	1560675	1586232	40	0.4128
CCL_B	20	1586233	1595919	5	4.4469
CCL_B	20	1595920	14148101	9533	0.4424
CCL_B	20	14148102	14152770	2	2.239
CCL_B	20	14152771	29424538	9271	0.4155
CCL_B	20	29424539	29496062	18	-1.4951
CCL_B	20	29496063	52649481	14910	0.3842
CCL_B	20	52649482	52656180	30	-0.2495
CCL_B	20	52656181	62375648	7226	0.4138
CCL_B	20	62375649	62405548	18	0.9012
CCL_B	20	62405549	62915818	214	0.4645
CCL_B	20	62915819	62956153	6	-0.4095
CCL_B	21	10736871	10953775	36	0.6605
CCL_B	21	10953776	14449787	93	0.0722
CCL_B	21	14449788	14555337	18	0.8311
CCL_B	21	14555338	31676839	12408	0.0805
CCL_B	21	31676840	31687061	4	-1.0334
CCL_B	21	31687062	35777693	2776	0.0929
CCL_B	21	35777694	44894451	7228	-0.4108
CCL_B	21	44894452	45096555	114	0.1082
CCL_B	21	45096556	48096957	1703	-0.3747
CCL_B	22	16052528	16670358	94	0.1998
CCL_B	22	16670359	18625450	1094	0.579
CCL_B	22	18625451	18629606	8	-0.2985
CCL_B	22	18629607	19681788	543	0.6577
CCL_B	22	19681789	19810723	84	1.0897
CCL_B	22	19810724	20170055	248	0.7457
CCL_B	22	20170056	20173713	4	1.9753
CCL_B	22	20173714	21504225	776	0.6298
CCL_B	22	21504226	21881254	49	0.1278
CCL_B	22	21881255	24277380	1683	0.6452
CCL_B	22	24277381	24330243	26	-0.0034
CCL_B	22	24330244	24347475	7	-1.0846
CCL_B	22	24347476	24399171	19	2.7305
CCL_B	22	24399172	25081726	353	0.544
CCL_B	22	25081727	25085104	3	-1.2697
CCL_B	22	25085105	25830842	626	0.5233
CCL_B	22	25830843	25835797	2	2.7292
CCL_B	22	25835798	26068487	222	0.5992
CCL_B	22	26068488	39293087	9616	0.1658
CCL_B	22	39293088	39298009	3	-3.89
CCL_B	22	39298010	39363651	39	0.1812
CCL_B	22	39363652	39389666	24	-0.339
CCL_B	22	39389667	51234455	8029	0.1642
CCL_B	X	168477	7338886	3614	0.0111
CCL_B	X	7338887	7383984	36	-0.5936
CCL_B	X	7383985	29203990	14218	0.0673
CCL_B	X	29203991	29582644	266	-0.8561
CCL_B	X	29582645	32597073	2088	0.0433
CCL_B	X	32597074	32600147	3	1.7275
CCL_B	X	32600148	35457432	1916	0.0684
CCL_B	X	35457433	38873212	2065	-0.8031
CCL_B	X	38873213	38875637	2	-7.1156
CCL_B	X	38875638	39215955	195	-0.8808
CCL_B	X	39215956	39216624	2	-5.9436
CCL_B	X	39216625	47894793	4581	-0.7777
CCL_B	X	47894794	47897450	2	-6.6087
CCL_B	X	47897451	52599903	1894	-0.772
CCL_B	X	52599904	52859604	63	-2.4287
CCL_B	X	52859605	52898109	13	-1.5195
CCL_B	X	52898110	53784391	344	-0.7223
CCL_B	X	53784392	53797408	6	-3.6086
CCL_B	X	53797409	58523126	2108	-0.7532
CCL_B	X	58523127	60145379	5	-0.1822
CCL_B	X	60145380	89727249	13521	0.4588
CCL_B	X	89727250	89741444	2	2.4954
CCL_B	X	89741445	90969509	517	0.4247
CCL_B	X	90969510	90971391	4	1.6725
CCL_B	X	90971392	93368129	1193	0.4508
CCL_B	X	93368130	95617433	1319	0.0174
CCL_B	X	95617434	95617931	2	-1.9857
CCL_B	X	95617932	106807147	5902	0.0416
CCL_B	X	106807148	106920494	41	0.5902
CCL_B	X	106920495	107241387	168	0.1398
CCL_B	X	107241388	107273586	9	-3.934
CCL_B	X	107273587	107277643	2	-1.7438
CCL_B	X	107277644	109574528	1230	0.0886
CCL_B	X	109574529	109607696	18	0.6025
CCL_B	X	109607697	115139972	3136	0.0287
CCL_B	X	115139973	115153528	5	-2.4083
CCL_B	X	115153529	127402613	7326	0.0479
CCL_B	X	127402614	127835943	204	-0.8739
CCL_B	X	127835944	139494867	6534	0.0271
CCL_B	X	139494868	139502964	6	-1.7549
CCL_B	X	139502965	140647143	650	5e-04
CCL_B	X	140647144	140669841	2	2.905
CCL_B	X	140669842	155182354	8967	0.0555
CCL_B	Y	2650438	6119171	869	-2.6641
CCL_B	Y	6119172	6297734	80	-3.9141
CCL_B	Y	6297735	19174888	4496	-3.1075
CCL_B	Y	19174889	19183810	4	-7.0316
CCL_B	Y	19183811	19571056	193	-3.0505
CCL_B	Y	19571057	21024837	670	-3.7275
CCL_B	Y	21024838	24515941	1276	-3.1446
CCL_B	Y	24515942	26239984	325	-3.6914
CCL_B	Y	26239985	26631299	87	-3.0138
CCL_B	Y	26631300	27247431	78	-4.2055
CCL_B	Y	27247432	27721100	99	-2.87
CCL_B	Y	27721101	28431027	250	-3.7599
CCL_B	Y	28431028	59018259	182	-2.7575
CCL_C	1	61735	25596176	14175	0.106
CCL_C	1	25596177	25646966	24	-0.8129
CCL_C	1	25646967	31622547	3013	0.1081
CCL_C	1	31622548	31625367	2	-1.8603
CCL_C	1	31625368	51973887	11269	0.1154
CCL_C	1	51973888	52192195	84	0.5408
CCL_C	1	52192196	55723732	2145	0.1359
CCL_C	1	55723733	55726833	6	0.9065
CCL_C	1	55726834	60156594	3573	0.1571
CCL_C	1	60156595	60266384	80	0.5068
CCL_C	1	60266385	62439730	1562	0.1607
CCL_C	1	62439731	62442465	11	0.8725
CCL_C	1	62442466	72770039	7123	0.1865
CCL_C	1	72770040	72812172	45	0.715
CCL_C	1	72812173	78963469	3873	0.1918
CCL_C	1	78963470	81970766	2021	-0.3564
CCL_C	1	81970767	82172158	165	0.235
CCL_C	1	82172159	95113914	8364	-0.3531
CCL_C	1	95113915	98350318	2098	0.2017
CCL_C	1	98350319	98481124	63	0.5661
CCL_C	1	98481125	104106234	3475	0.14
CCL_C	1	104106235	104163643	28	0.5727
CCL_C	1	104163644	110230244	3634	0.1536
CCL_C	1	110230245	110234482	9	-0.5969
CCL_C	1	110234483	111377569	850	0.1213
CCL_C	1	111377570	111382818	21	0.7128
CCL_C	1	111382819	112693145	1093	0.121
CCL_C	1	112693146	112697227	22	-1.0549
CCL_C	1	112697228	112724053	49	0.056
CCL_C	1	112724054	112725171	2	2.0467
CCL_C	1	112725172	145156904	5359	0.1698
CCL_C	1	145156905	148580449	933	0.5313
CCL_C	1	148580450	148899981	27	0.1547
CCL_C	1	148899982	149547049	182	0.7142
CCL_C	1	149547050	149617469	4	1.8866
CCL_C	1	149617470	161513407	7012	0.4406
CCL_C	1	161513408	161618839	26	0.0836
CCL_C	1	161618840	161620471	6	-1.1469
CCL_C	1	161620472	161648429	17	-0.1092
CCL_C	1	161648430	174252702	9282	0.4797
CCL_C	1	174252703	174291247	16	0.0566
CCL_C	1	174291248	174796627	251	0.4711
CCL_C	1	174796628	174801847	15	-0.8229
CCL_C	1	174801848	188678563	9314	0.474
CCL_C	1	188678564	188681874	2	-1.9019
CCL_C	1	188681875	196017054	4921	0.4924
CCL_C	1	196017055	196721361	431	0.7927
CCL_C	1	196721362	196816260	96	1.8537
CCL_C	1	196816261	197379559	301	0.7819
CCL_C	1	197379560	199111473	1081	0.4824
CCL_C	1	199111474	199114039	7	1.574
CCL_C	1	199114040	206311877	4702	0.4454
CCL_C	1	206311878	206413290	4	-1.5566
CCL_C	1	206413291	210076337	2730	0.4586
CCL_C	1	210076338	210090023	4	-1.2397
CCL_C	1	210090024	222370751	8620	0.4942
CCL_C	1	222370752	222379569	2	-2.2964
CCL_C	1	222379570	226496436	2421	0.4751
CCL_C	1	226496437	226772769	193	0.0856
CCL_C	1	226772770	240392877	9963	0.5282
CCL_C	1	240392878	240395122	6	1.5561
CCL_C	1	240395123	248743320	5757	0.4644
CCL_C	1	248743321	248813926	38	-0.496
CCL_C	1	248813927	249224388	140	0.5733
CCL_C	2	12784	34695192	24119	0.1616
CCL_C	2	34695193	34737110	46	-0.3583
CCL_C	2	34737111	35967254	875	0.1646
CCL_C	2	35967255	35987931	9	1.2783
CCL_C	2	35987932	38020279	1624	0.2156
CCL_C	2	38020280	38021993	3	-1.142
CCL_C	2	38021994	52754644	10536	0.1709
CCL_C	2	52754645	52784745	36	-0.8724
CCL_C	2	52784746	76147587	15083	0.148
CCL_C	2	76147588	76204291	29	0.5745
CCL_C	2	76204292	87513833	7015	0.1554
CCL_C	2	87513834	87517373	2	2.5559
CCL_C	2	87517374	89132095	565	0.1847
CCL_C	2	89132096	89159534	40	0.8257
CCL_C	2	89159535	89161615	5	1.8455
CCL_C	2	89161616	89184257	9	0.7878
CCL_C	2	89184258	89275096	47	1.4784
CCL_C	2	89275097	89500818	66	1.0204
CCL_C	2	89500819	95338097	323	0.2466
CCL_C	2	95338098	108443852	7491	-0.3536
CCL_C	2	108443853	108486497	2	2.5154
CCL_C	2	108486498	129638278	12461	-0.3654
CCL_C	2	129638279	129640322	14	-2.613
CCL_C	2	129640323	154162566	14934	-0.3381
CCL_C	2	154162567	154301707	88	0.1104
CCL_C	2	154301708	168336891	8186	-0.323
CCL_C	2	168336892	172582124	2789	-1.2677
CCL_C	2	172582125	184084803	7349	-0.3201
CCL_C	2	184084804	184091861	10	-1.3444
CCL_C	2	184091862	189575736	3079	-0.3019
CCL_C	2	189575737	189579934	9	0.5387
CCL_C	2	189579935	203296947	7870	-0.3184
CCL_C	2	203296948	203312841	35	0.159
CCL_C	2	203312842	237542824	21973	-0.3369
CCL_C	2	237542825	237793574	184	-1.3763
CCL_C	2	237793575	243089456	3128	-0.3852
CCL_C	3	60345	2968849	2556	0.1235
CCL_C	3	2968850	2974060	5	-1.5136
CCL_C	3	2974061	5535237	2301	0.1171
CCL_C	3	5535238	5539351	2	-1.4703
CCL_C	3	5539352	12223026	5283	0.1632
CCL_C	3	12223027	12504399	181	-0.3538
CCL_C	3	12504400	12698506	245	0.1585
CCL_C	3	12698507	12701488	7	0.8693
CCL_C	3	12701489	20314123	4735	0.1477
CCL_C	3	20314124	20322082	2	-2.0459
CCL_C	3	20322083	26611658	4756	0.162
CCL_C	3	26611659	26611891	4	-1.1379
CCL_C	3	26611892	26614975	9	0.311
CCL_C	3	26614976	26614983	5	-1.1498
CCL_C	3	26614984	41730922	10155	0.1766
CCL_C	3	41730923	41734013	2	-1.7796
CCL_C	3	41734014	46797597	3023	0.1413
CCL_C	3	46797598	46854534	40	0.9832
CCL_C	3	46854535	60479513	7987	0.1398
CCL_C	3	60479514	60570944	113	-0.4264
CCL_C	3	60570945	67174995	5406	0.1901
CCL_C	3	67174996	67177096	2	-1.788
CCL_C	3	67177097	68746211	1063	0.1501
CCL_C	3	68746212	68748772	15	1.0634
CCL_C	3	68748773	68749145	5	0.1199
CCL_C	3	68749146	68750150	7	0.6555
CCL_C	3	68750151	68892881	99	0.1239
CCL_C	3	68892882	68896099	2	-1.7629
CCL_C	3	68896100	75570549	4826	0.1757
CCL_C	3	75570550	75590993	6	-1.6473
CCL_C	3	75590994	83189038	4291	0.1692
CCL_C	3	83189039	83248075	22	-0.4034
CCL_C	3	83248076	97904044	6100	0.1964
CCL_C	3	97904045	97914121	3	2.262
CCL_C	3	97914122	116815718	11633	0.1868
CCL_C	3	116815719	116878701	56	-0.3299
CCL_C	3	116878702	162508230	28054	0.1621
CCL_C	3	162508231	162626587	72	0.9087
CCL_C	3	162626588	163080516	281	0.2325
CCL_C	3	163080517	165486557	1353	-0.3276
CCL_C	3	165486558	165763239	153	-1.1996
CCL_C	3	165763240	174945048	5729	-0.3461
CCL_C	3	174945049	174946413	11	0.366
CCL_C	3	174946414	185796567	6381	-0.3382
CCL_C	3	185796568	185798629	3	-2.3838
CCL_C	3	185798630	186406034	542	-0.3955
CCL_C	3	186406035	186409499	2	1.7727
CCL_C	3	186409500	192876324	4741	-0.3466
CCL_C	3	192876325	192884669	20	0.3194
CCL_C	3	192884670	197848651	2695	-0.3582
CCL_C	3	197848652	197896118	12	0.1659
CCL_C	4	12281	34994	20	-0.0925
CCL_C	4	34995	66348	37	-0.493
CCL_C	4	66349	2380314	863	0.1301
CCL_C	4	2380315	2758744	171	-0.4653
CCL_C	4	2758745	4135165	617	0.108
CCL_C	4	4135166	4156411	3	-1.118
CCL_C	4	4156412	4459255	230	0.0744
CCL_C	4	4459256	4484208	18	-0.5226
CCL_C	4	4484209	10212275	3843	0.1098
CCL_C	4	10212276	10232856	29	-2.3966
CCL_C	4	10232857	10235705	7	-0.6754
CCL_C	4	10235706	15239905	4020	0.1578
CCL_C	4	15239906	15243238	2	-2.4642
CCL_C	4	15243239	27679628	8586	0.1796
CCL_C	4	27679629	27681090	2	-1.6581
CCL_C	4	27681091	43146456	9962	0.156
CCL_C	4	43146457	43147837	3	-1.8578
CCL_C	4	43147838	45005803	1107	0.1492
CCL_C	4	45005804	45008652	4	-2.0088
CCL_C	4	45008653	62391471	8695	0.1658
CCL_C	4	62391472	64707679	1272	-0.3549
CCL_C	4	64707680	64712344	6	-2.6829
CCL_C	4	64712345	69286364	2864	-0.3245
CCL_C	4	69286365	69291470	3	-2.2329
CCL_C	4	69291471	69375057	18	-0.4817
CCL_C	4	69375058	69487657	63	-1.4723
CCL_C	4	69487658	70120796	322	-0.3736
CCL_C	4	70120797	70229393	56	0.1399
CCL_C	4	70229394	70389788	114	-0.3354
CCL_C	4	70389789	70391333	2	-2.5483
CCL_C	4	70391334	75948416	3279	-0.3431
CCL_C	4	75948417	88864947	8243	-0.6536
CCL_C	4	88864948	88979550	106	0.3086
CCL_C	4	88979551	91823313	1668	-0.598
CCL_C	4	91823314	91839473	2	-2.3739
CCL_C	4	91839474	93620630	1000	-0.3909
CCL_C	4	93620631	93890025	121	-0.6669
CCL_C	4	93890026	108066835	8388	-0.3339
CCL_C	4	108066836	108072697	11	0.5805
CCL_C	4	108072698	108276393	164	-0.3121
CCL_C	4	108276394	108279918	2	1.2472
CCL_C	4	108279919	113936017	3359	-0.3307
CCL_C	4	113936018	113938273	2	-3.2813
CCL_C	4	113938274	115174511	905	-0.1926
CCL_C	4	115174512	115183202	23	0.7001
CCL_C	4	115183203	115251623	61	-0.0324
CCL_C	4	115251624	116174261	562	-0.3181
CCL_C	4	116174262	116182652	19	0.1949
CCL_C	4	116182653	125459878	5475	-0.3046
CCL_C	4	125459879	125462980	3	-1.9527
CCL_C	4	125462981	151876338	15569	-0.3222
CCL_C	4	151876339	151884308	24	0.5029
CCL_C	4	151884309	152791645	456	-0.3948
CCL_C	4	152791646	152792729	10	-3.2264
CCL_C	4	152792730	152795123	4	0.2499
CCL_C	4	152795124	152949523	158	-0.4081
CCL_C	4	152949524	152964368	8	-0.013
CCL_C	4	152964369	152968363	3	-1.8834
CCL_C	4	152968364	156878220	2532	-0.3574
CCL_C	4	156878221	156879458	5	0.9157
CCL_C	4	156879459	161880392	3174	-0.3371
CCL_C	4	161880393	161886447	28	0.1438
CCL_C	4	161886448	161904311	10	-0.529
CCL_C	4	161904312	161912692	3	-2.2875
CCL_C	4	161912693	162477133	414	-0.3208
CCL_C	4	162477134	162480680	2	-2.0469
CCL_C	4	162480681	175105440	7851	-0.3456
CCL_C	4	175105441	175160983	22	-3.1239
CCL_C	4	175160984	176604885	809	-0.3516
CCL_C	4	176604886	176609445	2	-2.2446
CCL_C	4	176609446	176742945	83	-0.2914
CCL_C	4	176742946	178998588	1539	0.2069
CCL_C	4	178998589	179000987	2	-2.5018
CCL_C	4	179000988	190192080	8099	0.1957
CCL_C	4	190192081	190205521	5	-1.8074
CCL_C	4	190205522	191027923	383	0.1506
CCL_C	5	15532	692059	307	0.1684
CCL_C	5	692060	801205	36	-0.4473
CCL_C	5	801206	12138135	9539	0.1355
CCL_C	5	12138136	12796304	349	-0.3957
CCL_C	5	12796305	12822243	10	-2.3048
CCL_C	5	12822244	14010835	742	-0.4033
CCL_C	5	14010836	15718857	1240	0.1716
CCL_C	5	15718858	15721971	11	-1.1575
CCL_C	5	15721972	20836001	3209	0.1736
CCL_C	5	20836002	21042009	102	-0.3057
CCL_C	5	21042010	21377341	197	0.1623
CCL_C	5	21377342	21381959	2	2.721
CCL_C	5	21381960	29265359	4640	0.1821
CCL_C	5	29265360	29361090	50	0.5703
CCL_C	5	29361091	39808793	7088	0.1655
CCL_C	5	39808794	39808977	2	-2.5364
CCL_C	5	39808978	79739484	21683	0.1831
CCL_C	5	79739485	79747399	3	-1.1673
CCL_C	5	79747400	117387519	23044	0.176
CCL_C	5	117387520	117396712	11	-2.1763
CCL_C	5	117396713	143405567	15906	0.1382
CCL_C	5	143405568	143410521	5	-3.06
CCL_C	5	143410522	150200721	4512	0.1725
CCL_C	5	150200722	150218017	8	1.0213
CCL_C	5	150218018	151409168	859	0.1277
CCL_C	5	151409169	151810774	330	0.4436
CCL_C	5	151810775	163295908	7721	0.1301
CCL_C	5	163295909	163298128	2	-2.11
CCL_C	5	163298129	177388194	9603	0.1411
CCL_C	5	177388195	177405610	11	-1.3831
CCL_C	5	177405611	180790320	1971	0.0842
CCL_C	6	149661	51148731	34728	-0.3819
CCL_C	6	51148732	51529247	292	0.2397
CCL_C	6	51529248	53177535	1170	-0.363
CCL_C	6	53177536	53519376	248	0.1829
CCL_C	6	53519377	53561332	24	-0.279
CCL_C	6	53561333	53562359	3	-1.5524
CCL_C	6	53562360	53887863	259	-0.2961
CCL_C	6	53887864	53956052	64	0.1403
CCL_C	6	53956053	54881127	604	-0.3362
CCL_C	6	54881128	54989170	48	0.1952
CCL_C	6	54989171	56508418	974	-0.3381
CCL_C	6	56508419	56564203	27	0.2528
CCL_C	6	56564204	57290781	339	-0.3126
CCL_C	6	57290782	58141261	319	0.0965
CCL_C	6	58141262	58421138	89	-0.2864
CCL_C	6	58421139	58429821	6	-1.2072
CCL_C	6	58429822	58488517	29	-0.3718
CCL_C	6	58488518	63437592	918	0.1596
CCL_C	6	63437593	63599300	63	-0.3715
CCL_C	6	63599301	64675204	558	0.118
CCL_C	6	64675205	64724642	34	-0.3472
CCL_C	6	64724643	65150944	211	0.1407
CCL_C	6	65150945	65204005	26	-0.3595
CCL_C	6	65204006	67612256	1695	0.1791
CCL_C	6	67612257	68295965	520	0.5428
CCL_C	6	68295966	68330772	34	0.1176
CCL_C	6	68330773	69455165	693	0.5266
CCL_C	6	69455166	69535626	67	-0.3615
CCL_C	6	69535627	69542087	9	0.4263
CCL_C	6	69542088	74591829	3240	-0.337
CCL_C	6	74591830	74599375	10	-1.2559
CCL_C	6	74599376	77436345	1771	-0.3562
CCL_C	6	77436346	77456915	22	-0.8676
CCL_C	6	77456916	78962266	974	-0.3536
CCL_C	6	78962267	79040433	119	-0.8528
CCL_C	6	79040434	83568520	2927	-0.3085
CCL_C	6	83568521	83624732	47	-1.1364
CCL_C	6	83624733	96994400	8409	-0.3405
CCL_C	6	96994401	97012403	9	-1.4767
CCL_C	6	97012404	101216314	2604	-0.3182
CCL_C	6	101216315	101220963	3	1.2602
CCL_C	6	101220964	103304564	1216	-0.2677
CCL_C	6	103304565	103305746	3	0.9428
CCL_C	6	103305747	103738369	281	-0.3201
CCL_C	6	103738370	103762055	37	0.1511
CCL_C	6	103762056	161891504	37593	-0.3458
CCL_C	6	161891505	162029755	127	-1.3827
CCL_C	6	162029756	167597758	4421	-0.3497
CCL_C	6	167597759	167598626	2	-2.4474
CCL_C	6	167598627	171051005	2128	-0.3957
CCL_C	7	43355	19642159	14002	0.1753
CCL_C	7	19642160	19648290	4	-1.3426
CCL_C	7	19648291	26137341	4871	0.1356
CCL_C	7	26137342	26146316	4	-3.6778
CCL_C	7	26146317	64594635	22851	0.1562
CCL_C	7	64594636	64616413	4	2.042
CCL_C	7	64616414	69500346	2571	0.0887
CCL_C	7	69500347	69514600	9	-0.6922
CCL_C	7	69514601	69602362	52	0.0924
CCL_C	7	69602363	69977653	206	-0.4948
CCL_C	7	69977654	70421844	317	0.0859
CCL_C	7	70421845	70427192	2	-2.0305
CCL_C	7	70427193	85793401	8576	0.1681
CCL_C	7	85793402	85800699	2	-2.7298
CCL_C	7	85800700	87581313	983	0.1277
CCL_C	7	87581314	87780465	123	-0.3415
CCL_C	7	87780466	105586931	10330	0.1488
CCL_C	7	105586932	105587897	4	-1.5398
CCL_C	7	105587898	110607262	3316	0.1678
CCL_C	7	110607263	110938703	216	-0.3349
CCL_C	7	110938704	119142146	4862	0.1658
CCL_C	7	119142147	119528557	214	-0.3748
CCL_C	7	119528558	126045228	3963	0.1601
CCL_C	7	126045229	126046878	15	0.9887
CCL_C	7	126046879	143218913	10929	0.1816
CCL_C	7	143218914	143403324	32	-0.6271
CCL_C	7	143403325	143444373	19	0.1898
CCL_C	7	143444374	143572226	51	-0.6759
CCL_C	7	143572227	143942595	279	0.262
CCL_C	7	143942596	143966132	8	-0.6283
CCL_C	7	143966133	151918356	4879	0.2756
CCL_C	7	151918357	152255526	117	1.0951
CCL_C	7	152255527	159127004	4723	0.246
CCL_C	8	31254	2251232	1651	-0.3936
CCL_C	8	2251233	2264843	12	0.5076
CCL_C	8	2264844	3996736	2115	-0.4085
CCL_C	8	3996737	4002484	16	-1.3835
CCL_C	8	4002485	4003384	10	-0.1908
CCL_C	8	4003385	4003519	2	-3.8389
CCL_C	8	4003520	4166581	362	-0.3718
CCL_C	8	4166582	4166735	2	-2.4264
CCL_C	8	4166736	7041596	3656	-0.3934
CCL_C	8	7041597	7244199	33	0.341
CCL_C	8	7244200	16202072	7039	-0.3629
CCL_C	8	16202073	16209603	8	0.5441
CCL_C	8	16209604	18796792	2314	-0.2958
CCL_C	8	18796793	18797897	3	-2.8232
CCL_C	8	18797898	20524558	1564	-0.31
CCL_C	8	20524559	20525590	2	-1.9542
CCL_C	8	20525591	20581890	55	-0.3885
CCL_C	8	20581891	20583320	2	-1.9065
CCL_C	8	20583321	21111113	453	-0.4265
CCL_C	8	21111114	21116141	4	-1.3946
CCL_C	8	21116142	23405024	1405	-0.3799
CCL_C	8	23405025	23407888	5	1.0981
CCL_C	8	23407889	39233131	10212	-0.3746
CCL_C	8	39233132	39387632	59	-2.807
CCL_C	8	39387633	40774924	1075	-0.3835
CCL_C	8	40774925	40781075	2	-2.0564
CCL_C	8	40781076	47671841	1771	-0.3586
CCL_C	8	47671842	58115912	6351	0.1355
CCL_C	8	58115913	58122926	3	-1.5659
CCL_C	8	58122927	118877697	36829	0.1569
CCL_C	8	118877698	119009982	82	-0.3662
CCL_C	8	119009983	136364562	12766	0.1492
CCL_C	8	136364563	137546542	881	-1.3923
CCL_C	8	137546543	143128774	4132	0.1325
CCL_C	8	143128775	143133689	3	-1.7918
CCL_C	8	143133690	146298155	1134	0.1251
CCL_C	9	46587	5080286	5248	0.4412
CCL_C	9	5080287	5081809	8	-0.6917
CCL_C	9	5081810	21970150	14270	0.4948
CCL_C	9	21970151	21983344	5	-0.8475
CCL_C	9	21983345	21999427	10	-4.6859
CCL_C	9	21999428	22005295	21	-1.7899
CCL_C	9	22005296	22104010	74	-4.7582
CCL_C	9	22104011	22110455	3	-1.2796
CCL_C	9	22110456	22497401	238	0.4939
CCL_C	9	22497402	22506019	2	-4.8082
CCL_C	9	22506020	23362460	579	0.4981
CCL_C	9	23362461	23372941	7	-2.8737
CCL_C	9	23372942	28369165	3808	0.485
CCL_C	9	28369166	28400952	26	-0.4077
CCL_C	9	28400953	29092823	508	0.1538
CCL_C	9	29092824	29096338	2	-1.6431
CCL_C	9	29096339	44238134	6643	0.1098
CCL_C	9	44238135	44396813	16	-0.3888
CCL_C	9	44396814	44839222	40	-1.1286
CCL_C	9	44839223	68185016	157	0.2354
CCL_C	9	68185017	68187199	5	-1.705
CCL_C	9	68187200	69506831	126	0.1751
CCL_C	9	69506832	69751508	25	0.7556
CCL_C	9	69751509	81374318	7628	0.1475
CCL_C	9	81374319	81376014	2	-1.11
CCL_C	9	81376015	116582518	24957	0.1111
CCL_C	9	116582519	116588324	2	-3.1813
CCL_C	9	116588325	120204022	2977	0.1252
CCL_C	9	120204023	120208222	2	-1.7921
CCL_C	9	120208223	131943174	7554	0.0765
CCL_C	9	131943175	131948503	2	-2.7488
CCL_C	9	131948504	134659203	1630	0.0662
CCL_C	9	134659204	134660999	2	-2.2925
CCL_C	9	134661000	139055147	2642	0.0361
CCL_C	9	139055148	139058999	3	-1.9823
CCL_C	9	139059000	141091394	708	0.067
CCL_C	10	72759	31251720	24298	-0.3983
CCL_C	10	31251721	31251800	3	0.6032
CCL_C	10	31251801	31457715	183	-0.3892
CCL_C	10	31457716	31460355	3	-2.2861
CCL_C	10	31460356	48696998	7736	-0.3662
CCL_C	10	48696999	49348399	36	0.1433
CCL_C	10	49348400	50868303	1228	-0.4764
CCL_C	10	50868304	50871981	4	-1.5629
CCL_C	10	50871982	51907183	220	-0.3388
CCL_C	10	51907184	51976300	3	-3.0666
CCL_C	10	51976301	53053445	774	-0.3961
CCL_C	10	53053446	53096594	33	-0.9727
CCL_C	10	53096595	71282479	12789	-0.3485
CCL_C	10	71282480	71287228	4	-2.3559
CCL_C	10	71287229	78947658	4768	-0.4068
CCL_C	10	78947659	81267299	1919	0.1592
CCL_C	10	81267300	81315155	2	-2.6383
CCL_C	10	81315156	81369473	5	-0.0796
CCL_C	10	81369474	81559080	19	0.6739
CCL_C	10	81559081	126581209	30701	0.1371
CCL_C	10	126581210	126582502	3	-1.2338
CCL_C	10	126582503	135506704	6356	0.1093
CCL_C	11	198510	18776606	12613	-0.347
CCL_C	11	18776607	18779518	2	-2.137
CCL_C	11	18779519	18944971	149	-0.3987
CCL_C	11	18944972	18961229	40	-0.7155
CCL_C	11	18961230	31078539	8969	-0.3136
CCL_C	11	31078540	50748975	12505	0.1715
CCL_C	11	50748976	51228107	28	0.6097
CCL_C	11	51228108	55376504	372	0.2082
CCL_C	11	55376505	55453292	50	-0.679
CCL_C	11	55453293	65483292	5453	0.1302
CCL_C	11	65483293	65662019	91	0.6369
CCL_C	11	65662020	107658538	27251	0.1679
CCL_C	11	107658539	107782943	73	-0.2913
CCL_C	11	107782944	107786405	2	-3.6949
CCL_C	11	107786406	112496789	2932	-0.3766
CCL_C	11	112496790	131848822	14278	0.171
CCL_C	11	131848823	131946959	75	0.6042
CCL_C	11	131946960	134944770	2292	0.2112
CCL_C	12	150442	867539	417	0.1624
CCL_C	12	867540	874691	18	-1.2175
CCL_C	12	874692	8352156	5118	0.0862
CCL_C	12	8352157	8386039	12	0.9617
CCL_C	12	8386040	8557590	56	0.2314
CCL_C	12	8557591	8558714	2	-2.6511
CCL_C	12	8558715	11221597	1654	0.1309
CCL_C	12	11221598	11246703	10	-0.9933
CCL_C	12	11246704	11511577	132	0.1027
CCL_C	12	11511578	11543396	30	0.8388
CCL_C	12	11543397	23415999	8105	0.1681
CCL_C	12	23416000	23738077	170	0.5424
CCL_C	12	23738078	23827073	77	-0.3125
CCL_C	12	23827074	23836789	11	0.6954
CCL_C	12	23836790	23870702	22	0.1795
CCL_C	12	23870703	23957216	59	-0.3782
CCL_C	12	23957217	92148215	41023	0.175
CCL_C	12	92148216	92151651	2	-1.2553
CCL_C	12	92151652	99793553	5384	0.1357
CCL_C	12	99793554	99803105	32	0.7224
